Serial Number,Company Name,Employee Markme,Description,Leave
7630,LINQ Software,Thelma,cintric,1
7631,GE,Lenora,launchdarkly,0
7632,Accenture,Wilson,opalqsm,9
7633,lloyds,KELLY,next,1
7634,Ceres Imaging,Dovie,hayden,4
7635,Mainz Brady Group,Maud,roofstock,3
7636,TargetX,Rosie,glancepoint,7
7637,FotoNotes,Simon,specosystems,4
7638,Omicia,Myrtis,schoolzilla,9
7639,Revitalize Venture Studio,Hollis,www.beezwax,0
7640,Broadly,Ellen,axiomcloud,6
7641,Kaiser Permanente,Willie,vsco,1
7642,Renew Financial,Hollis,lvlanalytics,2
7643,The institute of research and ethics in technology,Maud,cadency,9
7644,Logistix Solutions,Bettie,qdev,4
7645,Ask Media Group,David,legalpassage,0
7646,yozio,Clarence,oystersoft,4
7647,npm,Margie,mct,8
7648,Vidado,Edward,guideapp,4
7649,Schoolzilla,King,saferize,5
7650,Joro,Tommy,manifold,1
7651,NOKIA,Jim Andrson,fcsi,0
7652,Unagi Scooters,Era,www.beezwax,2
7653,CrescendoApp.com,Corine,shiru,8
7654,Mastek,Pinkie,afriexapp,2
7655,Field Phone,Emmie,rxredefined,5
7656,productboard,Lorraine,broadly,9
7657,DeepMedia AI,Linnie,manifold,2
7658,Oracle,Alma,bodega,7
7659,Ceres Imaging,Richard,flo-ai,9
7660,Fivetran,Anne,skilltapp,0
7661,Financial Computer Support Inc.,Estella,exavault,4
7662,tEQuitable,Matrina,mmwd,7
7663,LAVA,Jim Andrson,shiru,9
7664,Airquest,Marion,pogofin,0
7665,Shared Process Ecosystems,Liza,proxifile,2
7666,TargetX,Katie,www.boxbot,6
7667,Next Tech,Dessie,fivetran,2
7668,Koya Medical,King,Technology,5
7669,Sun Microsystem,James,kbcstaffing,6
7670,VSCO,Rosie,everlaw,1
7671,Ceres Imaging,Leslie,joinmosaic,4
7672,99designs,Marion,lunaimaging,8
7673,Outlier,Barbara,skillprint,1
7674,The institute of research and ethics in technology,Lucinda,poweredbypennies,4
7675,Comcate,Hanary,kato,9
7676,Yunit,Moses,breezy,5
7677,Skyloom Global,Jean,www.beezwax,2
7678,Ceres Imaging,Corine,yunithome,4
7679,Fivetran,Mabel,polysign,6
7680,Accenture,Linnie,www.boxbot,1
7681,Kickstart Coding,Edward,mbg,2
7682,swiss,Alfred,skyloom,9
7683,Breezy,Laura,glancepoint,6
7684,ExaVault,Ira,polysign,6
7685,Breezy,Gordon,yunithome,7
7686,MCT CO,Liza,99designs,3
7687,Nana,Anne,air-quest,5
7688,Samsung,Sidney,tracedata,0
7689,JCP,Isaac,linqsoftware,3
7690,CrescendoApp.com,Sachin,locuslabs,9
7691,Pogo Financial,Estella,efoundryconsulting,0
7692,Mastek,Ossie,mmwd,9
7693,NOKIA,Matrina,enwoven,4
7694,Mainz Brady Group,Tressie,candlecrm,4
7695,HCL,Hanary,buildsite,0
7696,Oracle,Davin,helloresolve,2
7697,Kato,Estella,skyloom,0
7698,Oncue,Lenora,helloresolve,9
7699,Kato,Tommy,skillprint,1
7700,Zonetap,Olanga,ideabuilder,7
7701,Cintric,Evelyn,envisionmobile,8
7702,Lucid,David,xqmsg,9
7703,Cintric,Liza,spinwheel,9
7704,Gazprom,Warhol,chargehound,9
7705,q{Dev} LLC,Mamie,swingtalent,4
7706,Tech Liminal,Aline,poweredbypennies,9
7707,Lucid,Dave,mct,9
7708,q{Dev} LLC,Maud,moonshotbrands,1
7709,Oyster,Isaac,capology,1
7710,Chemistry,Alfred,meruscase,5
7711,99designs,PETER,hingeto,5
7712,Frontleaf,Dessie,www.hoodincubator,4
7713,NOKIA,Jeanette,tinctoriumbio,1
7714,Zensar,Glennie,mynd,1
7715,Teech Mahindra,Matrina,britehub,1
7716,Bedrock Analytics,Hanary,britehub,0
7717,Qwasar Silicon valley,Olanga,opalqsm,1
7718,Toole Design Group,Elsie,dialed.space/works,9
7719,AerialSpaces,PETER,www.pandora,6
7720,Vertosa,Myrtis,afriexapp,0
7721,Neyborly,Gerald,customerlobby,5
7722,Stockwell Inc.,Maud,turnitin,4
7723,Comcate,Gennie,outlier,3
7724,q{Dev} LLC,Roshan,relasosales-crm,2
7725,Resolve,PETER,www.kaporcenter,2
7726,Mynd,Robert,21tech,5
7727,Quosap,David,britehub,4
7728,Glancepoint,Katie,deferpanic,9
7729,Powered by Pennies,Isaac,outlier,8
7730,Servant,Alfred,kaiserpermanente,1
7731,Propeller Labs,PETER,frontleaf,5
7732,99designs,Lassie,illuminate,9
7733,Distru,Emmett,techliminal,1
7734,SwingSearch,Jeanette,fotonotes,8
7735,Zensar,Mabel,www.npmjs,2
7736,Riffyn,Emmett,manifold,8
7737,Litterati,Dovie,metritech,5
7738,Cintric,Vinnie,kbcstaffing,0
7739,Postly,Iona,zonetap,4
7740,Daily Kos,Hollis,manifold,8
7741,The institute of research and ethics in technology,Corine,sub4.me,6
7742,MetriTech,Exie,skillprint,7
7743,Distru,Ralph,rxredefined,0
7744,Wipro,Sidney,qwasar,6
7745,Frontleaf,Warhol,tooledesign,7
7746,swiss,Hollis,legalpassage,4
7747,Storyteller,Nellie,relasosales-crm,8
7748,Hingeto,Julius,glassbreakers,9
7749,Postly,Clyde,wedrop,5
7750,NOKIA,Hanary,nana academy,3
7751,tEQuitable,Mabel,www.gtwy,6
7752,Trellis,Nelson,comfyapp,6
7753,CrescendoApp.com,Roshan,theshoppad,5
7754,L&T,Richard,aerialspac.es,2
7755,Moonshot Brands,Alfred,dialed.space/works,3
7756,NOKIA,Hollis,targetx,6
7757,Comfy,Thelma,fotonotes,7
7758,Zensar,King,sparkart,3
7759,Trace Data,RON,allganize,0
7760,Capology,Emmett,unchainedlogistics,2
7761,Unchained Logistics,Rosie,illuminate,7
7762,Google,Margie,tradelanes,7
7763,Chargehound,Jimmy,sub4.me,6
7764,Simple Dynamics,Sarah,servant,5
7765,tEQuitable,Maud,cloudstead,6
7766,WeDrop Software,PAUL,exavault,3
7767,Etracker,Roshan,joinbloommunity,1
7768,AerialSpaces,Dinesh David,flexiwork,2
7769,Dotshop,Lorraine,flipcause,0
7770,GetThru,Myrtle,mct,4
7771,Vidado,David,mailchimp,5
7772,Mphasis,PETER,illuminate,0
7773,Shell,Moses,99designs,8
7774,GE,Dinesh David,sependa,9
7775,ENVision mobile,Richard,fieldphone,3
7776,Broadly,Linnie,moonshotbrands,0
7777,Vidado,King,kbcstaffing,9
7778,Hingeto,Sachin,zonetap,7
7779,GE,Porter,broadly,0
7780,ENVision mobile,Josie,tradelanes,1
7781,productboard,Sarah,postly,3
7782,Huue,Lucinda,grasshopperkiosks,4
7783,Zensar,David,proxifile,8
7784,UHG,Gerald,www.askmediagroup,1
7785,npm,Ellen,comcate,4
7786,Comcate,Lorraine,choosefluid,8
7787,SUB4ME INC,Dessie,candlecrm,3
7788,Propeller Labs,Myrtle,illuminate,4
7789,FotoNotes,Isaac,roofstock,6
7790,Powered by Pennies,Trudie,theshoppad,3
7791,The institute of research and ethics in technology,Liza,flexiwork,9
7792,MetriTech,Adolphus,koyamedical,7
7793,Shell,Simon,rxredefined,9
7794,NOKIA,Annie,flexiwork,6
7795,Pyka,Thelma,bedrockanalytics,7
7796,Vi Bryant,Warhol,relasosales-crm,2
7797,Bloom,Pinkie,productboard,7
7798,Shared Process Ecosystems,Bettie,www.askmediagroup,7
7799,TradeLanes,Hanary,mayvenn,4
7800,Google,Green,squadcast.fm,8
7801,Hingeto,Tressie,theshoppad,6
7802,Enwoven,Willie,sparkart,0
7803,CISCO,Willie,roofstock,9
7804,Logistix Solutions,Laura,coreloop,0
7805,WeDrop Software,Clarence,outlier,6
7806,SwingSearch,Sidney,frontleaf,7
7807,Design Action Collective,Maud,taote.shop,1
7808,Flexi Network,Richard,nana academy,3
7809,Mosaic,Emmett,better,3
7810,Bloom,Myrtle,zorroa,1
7811,Divine Interventures,Margie,next,4
7812,HCL,King,productboard,5
7813,Hingeto,Edward,xqmsg,8
7814,Divine Interventures,Emmett,tooledesign,9
7815,Allganize,Julius,air-quest,5
7816,Illuminate Ventures,Robert,crescendoapp,3
7817,Storyteller,Katie,postly,3
7818,L&T,Elsie,designaction,0
7819,tEQuitable,Dovie,tracedata,0
7820,AerialSpaces,Lenora,fivetran,4
7821,EFoundry Consulting,Goldie,kaiserpermanente,5
7822,Sun Microsystem,Trudie,glancepoint,9
7823,Google,Iona,yarden.garden,2
7824,Ceres Imaging,Edward,joro,9
7825,Airquest,Leslie,www.boxbot,5
7826,Fluid,Rebecca,bigrunstudios,1
7827,Ask Media Group,Pearlie,metritech,1
7828,AerialSpaces,Margie,World IT,9
7829,Resolve,Evelyn,better,0
7830,Etracker,Pinkie,ratecred,2
7831,Schoolzilla,Barbara,schoolzilla,0
7832,Skilltapp Inc.,Ernest,buildsite,4
7833,Hingeto,Iona,fabricgenomics,5
7834,The Hood Incubator,Abbie,fivetran,7
7835,Mailchimp,Barbara,swingtalent,1
7836,Saferize,PAUL,ideabuilder,4
7837,Customer Lobby,Bettie,fabricgenomics,3
7838,Field Phone,Linnie,cadency,4
7839,Samsung,Leslie,iogenesys,2
7840,Liferaft,Jeanette,vertosa,0
7841,Rockbot,Richard,mailchimp,1
7842,Beezwax,Goldie,guideapp,9
7843,L&T,King,World IT,5
7844,Binti,Elsie,polysign,1
7845,npm,William,coreloop,6
7846,Relaso - CRM for Magento E-Commerce,KELLY,etrackerllc,1
7847,Fluid,Dennis,www.beezwax,2
7848,ExaVault,Isaac,targetx,6
7849,Gravitational,Willie,qwasar,3
7850,Guide,Richard,better,7
7851,SUB4ME INC,Willie,sbnsoftware,8
7852,Propeller Labs,William,Technology,0
7853,Capology,Ernest,storytellerhq,9
7854,Propeller Labs,Ray,bedrockanalytics,9
7855,yozio,Leslie,air-quest,2
7856,Skilltapp Inc.,King,99designs,4
7857,Fivetran,Emmett,pogofin,5
7858,ExaVault,Rebecca,mayvenn,4
7859,Bedrock Analytics,James,iogenesys,5
7860,Big Run Studios,Anne,babylist,5
7861,amazon,Lillian,cadency,4
7862,Shared Process Ecosystems,King,manifold,3
7863,npm,Leslie,World IT,8
7864,Rockbot,Vishwa,axiomcloud,7
7865,Kato,Jim Andrson,relasosales-crm,6
7866,cizna,Wilson,www.lendup,2
7867,swiss,Ernest,etrackerllc,3
7868,FotoNotes,Moses,xqmsg,6
7869,Momentum,Anne,distru,2
7870,SwingSearch,Jim Andrson,zonetap,4
7871,Cadency,Jim Andrson,vidado,3
7872,Daily Kos,Wilson,breezy,2
7873,Mastek,Anne,envisionmobile,4
7874,Flo AI,Pinkie,comfyapp,6
7875,Wipro,Sidney,palocolorado,5
7876,Oncue,Liza,flipcause,8
7877,SPARKART GROUP INC,Anne,sbnsoftware,2
7878,Liferaft,Estella,shiru,3
7879,Mphasis,Anne,World IT,9
7880,SwingSearch,Alfred,saferize,3
7881,Afriex,Dovie,joinmosaic,5
7882,Glassbreakers,Ray,divineinterventures,9
7883,Google,Mabel,thecloroxcompany,0
7884,Stealthy IM,Clyde,World IT,9
7885,NVIDIA,Lorraine,FOUNDATION,2
7886,Omicia,Warhol,FOUNDATION,0
7887,The Hood Incubator,Simon,roofstock,8
7888,Mynd,Julius,allganize,2
7889,KBC Staffing,Moses,meruscase,0
7890,Huue,Lillian,next,7
7891,Rockbot,Emmett,kato,1
7892,TCS,RON,kalabox.kalamuna,1
7893,Zensar,Richard,radicaldesigns,4
7894,Flo AI,Emmett,kalabox.kalamuna,6
7895,Apple,Margie,manifold,3
7896,Kickstart Coding,Porter,21tech,3
7897,swiss,Roshan,kaiserpermanente,0
7898,CashBet,Myrtis,grasshopperkiosks,4
7899,Momentum,James,tinctoriumbio,5
7900,ExaVault,Richard,qwasar,7
7901,Kato,Ellen,moonshotbrands,6
7902,LocusLabs Inc,Dinesh David,viable.fit,8
7903,CISCO,Elsie,capology,2
7904,Samsung,PAUL,nana academy,6
7905,L&T,Cleo,productboard,4
7906,q{Dev} LLC,Vinnie,vibryant,6
7907,Shell,Bettie,www.pandora,4
7908,Zonetap,Ernest,sbnsoftware,2
7909,Kalabox,Joe,mmwd,2
7910,Riffyn,Roshan,www.trellisgrows,8
7911,Skillprint,Ossie,IT Company,6
7912,q{Dev} LLC,Vinnie,helloresolve,8
7913,Samsung,Exie,www.hoodincubator,0
7914,Cadency,King,tracedata,9
7915,Kalabox,William,marqeta,2
7916,Trellis,Lucinda,servant,3
7917,Spinwheel,Estella,rockbot,1
7918,Omicia,PAUL,squadcast.fm,5
7919,Powered by Pennies,Myrtle,unchainedlogistics,3
7920,Fivetran,Hanary,qwasar,8
7921,Abstract,Exie,marqeta,5
7922,Comfy,Tommy,qwasar,7
7923,Even,Dennis,montclairadvisors,4
7924,Propeller Labs,Pearlie,stealthy,4
7925,NVIDIA,Cleo,mailchimp,5
7926,npm,PAUL,angelloop,0
7927,JCP,Alfred,rxredefined,0
7928,Vivun,Emmett,hingeto,3
7929,Sun Microsystem,Sachin,bigrunstudios,0
7930,BuildSite,Adolphus,outlier,7
7931,Breezy,Ira,yozio,2
7932,Flexi Network,Lucinda,FOUNDATION,4
7933,Toole Design Group,Dennis,oncue,1
7934,Flo AI,Sidney,vertosa,3
7935,Vidado,Vinnie,ratecred,8
7936,Revitalize Venture Studio,Gennie,kickstartcoding,9
7937,Mynd,Mabel,mbg,5
7938,Customer Lobby,Richard,shiru,7
7939,productboard,Vishwa,yunithome,9
7940,Pine Park Health,Liza,servant,8
7941,Kalabox,Willie,powerhouse.fund,3
7942,Google,Olanga,linqsoftware,3
7943,Abstract,Liza,legalpassage,2
7944,Spinwheel,Liza,legalpassage,9
7945,Ceres Imaging,Laura,axiomcloud,8
7946,Kalabox,Aline,nana academy,5
7947,Marqeta,Hanary,vibryant,9
7948,Core Loop Games,Sidney,getthru,8
7949,iO Genesys Inc.,Era,www.askmediagroup,7
7950,Riffyn,Lassie,specosystems,1
7951,Field Phone,Sachin,montclairadvisors,6
7952,Lucid,Davin,getthru,6
7953,lloyds,Josie,vidado,7
7954,Hayden AI,Julius,sparkart,2
7955,OPAL QUALITY SYSTEM MGMT.,Myrtle,skyloom,0
7956,MetriTech,Pinkie,IT Challange,1
7957,Joro,Ellen,www.boxbot,8
7958,Parsley Software,Ossie,allganize,0
7959,MCT CO,Porter,everlaw,8
7960,ENVision mobile,Green,vsco,7
7961,Distru,Estella,revitalizeventures,4
7962,Rockbot,Marion,oystersoft,7
7963,Glassbreakers,Lassie,mayvenn,9
7964,Chargehound,Lassie,bki,4
7965,Kickstart Coding,Dennis,www.lendup,5
7966,Vidado,Emmie,babylist,6
7967,Customer Lobby,Gerald,exavault,7
7968,Powerhouse,William,appsmyth,0
7969,VSCO,James,iogenesys,8
7970,SwingSearch,Katie,www.trellisgrows,4
7971,Manhattan,Linnie,revitalizeventures,1
7972,Comcate,Richard,99designs,4
7973,Divine Interventures,Gennie,outlier,3
7974,Mastek,Nelson,parsleysoftware,2
7975,NOKIA,Laura,zonetap,9
7976,TargetX,Annie,mmwd,3
7977,MetriTech,Willie,zorroa,5
7978,Merus,Gerald,trychemistry,0
7979,Frontleaf,Lillian,joinbloommunity,9
7980,Liferaft,Sarah,kindwhale,9
7981,Hewai,Warhol,crescendoapp,9
7982,Nana,Emmett,shiru,9
7983,Sun Microsystem,Louis,coreloop,2
7984,Zonetap,PETER,lvlanalytics,0
7985,LendUp,Ernest,nearbyhq,4
7986,productboard,Pearlie,powerhouse.fund,2
7987,Babylist,Lucinda,postly,4
7988,Relaso - CRM for Magento E-Commerce,Rachel,exavault,3
7989,Illuminate Ventures,Myrtle,lvlanalytics,6
7990,HCL,Thelma,lunaimaging,9
7991,cizna,PAUL,koyamedical,3
7992,Servant,Fannie,mmwd,3
7993,Revitalize Venture Studio,Davin,vsco,3
7994,Idea Builder,Abbie,abstractcre,7
7995,Vi Bryant,Hettie,kaiserpermanente,3
7996,Yarden,Ossie,koyamedical,7
7997,PANDORA MEDIA INC.,Glennie,candlecrm,3
7998,The Hood Incubator,Sarah,99designs,7
7999,Mynd,Warhol,tracedata,8
8000,Better Mortgage,Porter,IT Company,9
8001,SwingSearch,Hanary,rockbot,8
8002,Kalabox,Exie,sbnsoftware,9
8003,Frontleaf,Jeanette,viable.fit,9
8004,Relaso - CRM for Magento E-Commerce,Nelson,oncue,9
8005,Oracle,William,skilltapp,3
8006,Simple Dynamics,Ralph,renewfinancial,3
8007,Phillips 66,Davin,candlecrm,5
8008,Gazprom,Margie,schoolzilla,9
8009,ENVision mobile,KELLY,bki,8
8010,Ceres Imaging,RON,www.trellisgrows,4
8011,Mynd,Emmett,skillprint,0
8012,Litterati,Alma,givemomentum,3
8013,Manhattan,Myrtle,lvlanalytics,1
8014,Legal Passage,Elsie,cadency,2
8015,Gazprom,RON,powerhouse.fund,6
8016,Google,Barbara,swig,7
8017,Idea Builder,Ira,manifold,9
8018,Nana,Laura,thecloroxcompany,0
8019,Flipcause,Dinesh David,linqsoftware,4
8020,L&T,Mabel,appsmyth,1
8021,Kapor Center for Social Impact,Joe,nearbyhq,5
8022,Even,Maud,proxifile,9
8023,SWIG,Linnie,radicaldesigns,4
8024,Quosap,Exie,flypyka,6
8025,Etracker,Lorraine,choosefluid,5
8026,21Tech,Ray,kalabox.kalamuna,8
8027,21Tech,Era,logistixsolutions,2
8028,Revitalize Venture Studio,Rosie,tequitable,4
8029,Hewai,Porter,joinbloommunity,9
8030,Sun Microsystem,Era,deferpanic,7
8031,The institute of research and ethics in technology,Warhol,skilltapp,9
8032,Kato,Lenora,air-quest,6
8033,Field Phone,Margie,trychemistry,0
8034,Quosap,Leslie,manifold,0
8035,ExaVault,Richard,opalqsm,5
8036,Manhattan,Glennie,thecloroxcompany,1
8037,q{Dev} LLC,Liza,designaction,7
8038,Binti,Mamie,sub4.me,7
8039,Stockwell Inc.,Ray,storytellerhq,3
8040,Shell,Myrtle,Technology,6
8041,Rockbot,Ossie,Technology,8
8042,Vivun,Ira,parsleysoftware,9
8043,Outlier,Matrina,taote.shop,5
8044,Customer Lobby,Tressie,mmwd,3
8045,Oracle,Estella,joinbloommunity,3
8046,Illuminate Ventures,Ernest,proxifile,5
8047,LocusLabs Inc,Ray,babylist,1
8048,Quosap,Bettie,outlier,7
8049,Viable Fit,Jim Andrson,air-quest,0
8050,Hingeto,Gerald,helloresolve,3
8051,lvl Analytics,Joe,fivetran,1
8052,Mayvenn,Laura,abstractcre,8
8053,Storyteller,Liza,glancepoint,5
8054,DeepMedia AI,Lassie,exavault,9
8055,Shiru,Lorraine,capology,7
8056,Boxbot,Julius,sependa,2
8057,Infosys,Jim Andrson,enwoven,5
8058,Etracker,Lillian,givemomentum,1
8059,Joro,Gordon,grasshopperkiosks,2
8060,AerialSpaces,Evelyn,iogenesys,3
8061,Phillips 66,Emmie,kbcstaffing,3
8062,Huue,Hanary,simpledynamics,6
8063,Illuminate Ventures,RON,etrackerllc,5
8064,tEQuitable,Sachin,squadcast.fm,0
8065,Lucid,Davin,trychemistry,7
8066,RateCred,Porter,flexiwork,6
8067,Pogo Financial,Dinesh David,meruscase,3
8068,L&T,Julius,enwoven,3
8069,Chemistry,Willie,chargehound,8
8070,Luna Information Systems,Hollis,dailykos,0
8071,Beezwax,David,palocolorado,8
8072,MMWD,Sarah,hingeto,9
8073,Zensar,Abbie,ratecred,0
8074,Ask Media Group,Era,breezy,6
8075,CandleCRM,Dennis,bki,0
8076,Kaiser Permanente,Rachel,choosefluid,0
8077,Axiom Cloud,Dessie,comfyapp,8
8078,Kalabox,Josie,saferize,5
8079,ExaVault,Annie,comcate,2
8080,Baowu,RON,lunaimaging,9
8081,L&T,Abbie,lunaimaging,8
8082,Walmart,Pearlie,servant,4
8083,Rockbot,Dessie,unagiscooters,3
8084,LaunchDarkly,Porter,spinwheel,5
8085,Palo Colorado Software.,Cleo,oystersoft,7
8086,amazon,Gerald,palocolorado,1
8087,EFoundry Consulting,Lillian,linqsoftware,1
8088,NVIDIA,Matrina,better,7
8089,SwingSearch,Elsie,bigrunstudios,5
8090,Micromax,Ray,helloresolve,5
8091,Kapor Center for Social Impact,Exie,chargehound,8
8092,Simple But Needed Inc.,Mamie,qdev,7
8093,Allganize,Louis,xqmsg,6
8094,Cloudstead,Ira,divineinterventures,5
8095,Micromax,Dinesh David,givemomentum,2
8096,Beezwax,Gordon,sparkart,6
8097,Glassbreakers,Matrina,glassbreakers,4
8098,Neyborly,Lenora,roofstock,8
8099,Apple,Katie,tinctoriumbio,8
8100,Flexi Network,Myrtie,comfyapp,5
8101,Revitalize Venture Studio,Myrtle,xqmsg,3
8102,Huue,Matrina,vivun,8
8103,Unchained Logistics,Wilson,proxifile,7
8104,Flexi Network,Jim Andrson,montclairadvisors,5
8105,Roofstock,Jimmy,schoolzilla,1
8106,Capology,Ray,glancepoint,5
8107,FotoNotes,Mabel,litterati,1
8108,FotoNotes,Ray,buildsite,7
8109,tEQuitable,Myrtie,ratecred,8
8110,Sependa,Gordon,mynd,1
8111,Vi Bryant,Lillian,comcate,6
8112,Postly,Exie,kato,5
8113,Daily Kos,Linnie,babylist,0
8114,Yarden,Lorraine,swingtalent,5
8115,Idea Builder,Edna,skyloom,7
8116,Liferaft,Vishwa,buildsite,5
8117,Joro,Emmitt,nearbyhq,6
8118,Cloudstead,Roshan,sparkart,0
8119,Stealthy IM,Alma,shiru,3
8120,Phillips 66,Goldie,kindwhale,2
8121,Proxifile,Pinkie,buildsite,8
8122,Flexi Network,Ralph,joinbloommunity,3
8123,Proxifile,Exie,dialed.space/works,7
8124,Viable Fit,Rachel,air-quest,1
8125,Omicia,Emmitt,saferize,1
8126,GetThru,Linnie,coreloop,2
8127,LocusLabs Inc,Myrtis,www.lendup,9
8128,Grasshopper Kiosks,Maud,propellerlabs,1
8129,GE,Evelyn,lucidconnects,1
8130,Joro,Hettie,kindwhale,1
8131,SWIG,Sachin,montclairadvisors,1
8132,GE,Robert,meruscase,2
8133,Google,Exie,productboard,7
8134,NOKIA,Lenora,tinctoriumbio,6
8135,Frontleaf,Mamie,kato,4
8136,Fluid,Bettie,bki,5
8137,GE,Gennie,kaiserpermanente,2
8138,Core Loop Games,Era,xqmsg,4
8139,Montclair Advisors LLC,Vinnie,www.trellisgrows,3
8140,Shell,Aline,trychemistry,4
8141,Liferaft,Alma,propellerlabs,1
8142,PANDORA MEDIA INC.,Liza,specosystems,4
8143,Chemistry,King,roofstock,0
8144,Ask Media Group,Rubie,stealthy,4
8145,DeepMedia AI,Isaac, IT HUB,3
8146,Oracle,Aline,unagiscooters,3
8147,Ask Media Group,Ira,abstractcre,0
8148,Cintric,Pinkie,joinbloommunity,1
8149,Axiom Cloud,Edna,servant,9
8150,Skyloom Global,Rebecca,koyamedical,1
8151,LocusLabs Inc,Sidney,vibryant,4
8152,SWIG,Emmitt,envisionmobile,7
8153,Abstract,Jim Andrson,spinwheel,8
8154,Shell,Porter,divineinterventures,2
8155,Angeloop Inc,Maud,tequitable,2
8156,CandleCRM,Luke,ratecred,2
8157,lvl Analytics,Thelma,tooledesign,3
8158,ShopPad,Pearlie,kbcstaffing,6
8159,Enwoven,Lenora,99designs,0
8160,Koya Medical,Tommy,flexiwork,3
8161,Cloudstead,Jean,nana academy,2
8162,Toole Design Group,Ray,snapstrat,2
8163,Angeloop Inc,Evelyn,allganize,9
8164,HCL,King,guideapp,4
8165,WeDrop Software,William,liferaft,4
8166,Yarden,Dovie,guideapp,3
8167,TCS,Alfred,legalpassage,2
8168,amazon,Ralph,bigrunstudios,6
8169,Stealthy IM,Joe,turnitin,2
8170,Rockbot,Mabel,kindwhale,4
8171,21Tech,Estella,locuslabs,0
8172,Flipcause,Emmie,fabricgenomics,1
8173,Powered by Pennies,Dave,kaiserpermanente,8
8174,PolySign,Hettie,coreloop,3
8175,Vi Bryant,Barbara,thecloroxcompany,9
8176,Kaiser Permanente,Porter,powerhouse.fund,2
8177,Servant,Ray,chargehound,7
8178,Beezwax,Warhol,montclairadvisors,4
8179,Oncue,Nellie,babylist,7
8180,amazon,Warhol,revitalizeventures,4
8181,Nana,Marion,outlier,5
8182,Viable Fit,Nelson,poweredbypennies,7
8183,Cintric,Trudie,deepmedia,5
8184,Kickstart Coding,Marion,bodega,2
8185,AerialSpaces,Clyde,quosap,4
8186,Boxbot,Sarah,unchainedlogistics,7
8187,Sependa,Lillian,deepmedia,6
8188,Mayvenn,Edward,axiomcloud,6
8189,Nearby,Ossie,IT Company,3
8190,productboard,Harvey,viable.fit,9
8191,Gazprom,Tressie,breezy,6
8192,PolySign,David,kaiserpermanente,0
8193,Mailchimp,Era,glassbreakers,2
8194,WeDrop Software,Rubie,productboard,8
8195,Pyka,Warhol,kalabox.kalamuna,3
8196,DeepMedia AI,Hanary,bigrunstudios,8
8197,Dotshop,PAUL,Information Technology,9
8198,SPARKART GROUP INC,Porter,outlier,6
8199,Oyster,Ralph,swingtalent,7
8200,EFoundry Consulting,Abbie,flexiwork,1
8201,GE,Thelma,www.npmjs,6
8202,NanoVMs Inc,Clyde,even,7
8203,MMWD,Corine,powerhouse.fund,5
8204,Vi Bryant,Clarence,trychemistry,9
8205,Roofstock,Alma,grasshopperkiosks,1
8206,Micromax,Mabel,metritech,5
8207,Proxifile,Edward,air-quest,2
8208,Gateway Incubator,Ralph,manifold,3
8209,The Hood Incubator,Ossie,www.pandora,8
8210,Grasshopper Kiosks,Dennis,everlaw,5
8211,Phillips 66,Hollis,sbnsoftware,0
8212,OPAL QUALITY SYSTEM MGMT.,Lenora,renewfinancial,9
8213,Stockwell Inc.,Myrtle,linqsoftware,1
8214,Bloom,Lucinda,www.npmjs,6
8215,Better Mortgage,Alfred,tradelanes,1
8216,Unchained Logistics,Maud,metritech,8
8217,Vivun,Tommy,exavault,8
8218,99designs,Pearlie,kbcstaffing,5
8219,Mynd,Mabel,kickstartcoding,4
8220,TargetX,Luke,air-quest,5
8221,Toole Design Group,Fannie,kalabox.kalamuna,8
8222,Zorroa,PETER,unionforce,0
8223,Fivetran,Lucinda,parsleysoftware,9
8224,Fivetran,Louis,kalabox.kalamuna,5
8225,Outlier,Gennie,outlier,9
8226,amazon,Estella,meruscase,5
8227,Mphasis,Hanary,fivetran,2
8228,PANDORA MEDIA INC.,Rebecca,air-quest,5
8229,Breezy,Alfred,crescendoapp,4
8230,Customer Lobby,Rubie,taote.shop,0
8231,MetriTech,Lillian,trychemistry,2
8232,Chemistry,Davin,flo-ai,9
8233,LaunchDarkly,KELLY,joinmosaic,0
8234,Palo Colorado Software.,Ellen,theshoppad,6
8235,Huue,James,taote.shop,6
8236,Sun Microsystem,Adolphus,buildsite,8
8237,Manifold,Aline,ideabuilder,8
8238,Viable Fit,Ralph,aerialspac.es,3
8239,Pine Park Health,Edna,cloudstead,2
8240,Vi Bryant,Pinkie,legalpassage,8
8241,TargetX,Harvey,www.lendup,7
8242,Next Tech,Dovie,www.hoodincubator,3
8243,Koya Medical,PETER,postly,2
8244,KindWhale,Vishwa,designaction,9
8245,Glassbreakers,Maud,productboard,2
8246,iO Genesys Inc.,Dessie,tinctoriumbio,9
8247,Ceres Imaging,Anne,wedrop,0
8248,Lucid,KELLY,xqmsg,5
8249,Infosys,Mabel,www.pandora,1
8250,Oncue,Green,broadly,3
8251,SUB4ME INC,PAUL,poweredbypennies,5
8252,TradeLanes,Gerald,revitalizeventures,6
8253,Grasshopper Kiosks,Maud,www.askmediagroup,8
8254,Hewai,Dinesh David,radicaldesigns,3
8255,SquadCast.fm,Gerald,getthru,0
8256,Pogo Financial,Porter,storytellerhq,5
8257,Cintric,Clyde,rockbot,3
8258,VSCO,Davin,productboard,4
8259,Powered by Pennies,Clarence,palocolorado,7
8260,Skillprint,Hanary,radicaldesigns,8
8261,TCS,RON,metritech,8
8262,99designs,Roshan,broadly,0
